country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
USA,College Degree,Woman,White,80000,11,40.0792,-98.8164
USA,College degree,Woman,White,105000,8,40.0792,-98.8164
USA,College degree,Woman,White,77000,8,40.0792,-98.8164
USA,College degree,Woman,White,168000,8,40.0792,-98.8164
USA,Master's degree,Man,White,136000,8,40.0792,-98.8164
USA,College degree,Woman,White,55000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,166000,2,40.0792,-98.8164
USA,High School,Woman,White,25000,11,40.0792,-98.8164
USA,College degree,Man,White,29574,5,40.0792,-98.8164
USA,Master's degree,Woman,White,63600,5,40.0792,-98.8164
USA,College degree,Woman,White,50200,2,40.0792,-98.8164
USA,College degree,Woman,White,83600,8,40.0792,-98.8164
USA,College degree,Woman,White,161630,8,40.0792,-98.8164
USA,Master's degree,Man,White,72500,8,40.0792,-98.8164
USA,Master's degree,Man,White,142500,11,40.0792,-98.8164
USA,College degree,Man,Another option not listed here or prefer not to answer,62000,2,40.0792,-98.8164
USA,Master's degree,Man,Asian or Asian American,56000,2,40.0792,-98.8164
USA,College degree,Woman,White,153000,2,40.0792,-98.8164
USA,College degree,Woman,White,157000,5,40.0792,-98.8164
USA,College degree,Woman,White,120000,5,40.0792,-98.8164
USA,College degree,Woman,White,54000,21,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,38000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,117000,11,40.0792,-98.8164
USA,PhD,Woman,White,97000,8,40.0792,-98.8164
USA,College degree,Prefer not to answer,Another option not listed here or prefer not to answer,129800,11,40.0792,-98.8164
USA,College degree,Woman,White,44000,5,40.0792,-98.8164
USA,College degree,Non-binary,Black or African American,50189,5,40.0792,-98.8164
USA,College degree,Woman,White,71000,8,40.0792,-98.8164
USA,College degree,Woman,White,63500,8,40.0792,-98.8164
USA,College degree,Prefer not to answer,Another option not listed here or prefer not to answer,90000,5,40.0792,-98.8164
USA,College degree,Woman,White,100000,21,40.0792,-98.8164
USA,College degree,Woman,Black or African American,40000,8,40.0792,-98.8164
USA,College degree,Non-binary,White,92000,2,40.0792,-98.8164
USA,College degree,Woman,White,58000,8,40.0792,-98.8164
USA,College degree,Woman,White,87000,1,40.0792,-98.8164
USA,College degree,Woman,White,47000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,56000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,59000,5,40.0792,-98.8164
USA,College degree,Woman,White,106000,8,40.0792,-98.8164
USA,College degree,Woman,White,71000,5,40.0792,-98.8164
USA,College degree,Woman,White,191000,11,40.0792,-98.8164
USA,College degree,Woman,White,46000,2,40.0792,-98.8164
USA,College degree,Woman,White,79500,5,40.0792,-98.8164
USA,College degree,Woman,White,134500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,60000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,74000,5,40.0792,-98.8164
USA,College degree,Woman,White,140000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,75500,11,40.0792,-98.8164
USA,College degree,Man,White,107100,11,40.0792,-98.8164
USA,College degree,Woman,White,80000,11,40.0792,-98.8164
USA,College degree,Woman,"Hispanic, Latino, or Spanish origin",36000,2,40.0792,-98.8164
USA,College degree,Woman,White,59400,1,40.0792,-98.8164
USA,College degree,Woman,White,58750,1,40.0792,-98.8164
USA,Master's degree,Woman,White,110000,11,40.0792,-98.8164
USA,College degree,Woman,White,115445,11,40.0792,-98.8164
USA,College degree,Woman,White,109000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,98800,8,40.0792,-98.8164
USA,College degree,Woman,White,46000,5,40.0792,-98.8164
USA,College degree,Man,Black or African American,40000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,Black or African American,70000,2,40.0792,-98.8164
USA,College degree,Man,White,47184,5,40.0792,-98.8164
USA,College degree,Woman,Another option not listed here or prefer not to answer,246500,5,40.0792,-98.8164
USA,College degree,Woman,White,147000,8,40.0792,-98.8164
USA,High School,Woman,White,52000,2,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,57000,1,40.0792,-98.8164
USA,College Degree,Man,White,270000,21,40.0792,-98.8164
USA,PhD,Man,White,354000,8,40.0792,-98.8164
USA,College Degree,Man,White,195000,11,40.0792,-98.8164
USA,High School,Woman,White,68000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,44000,5,40.0792,-98.8164
USA,College Degree,Woman,White,106000,1,40.0792,-98.8164
USA,Master's degree,Woman,Middle Eastern or Northern African,170000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,112000,8,40.0792,-98.8164
USA,College degree,Woman,White,80000,8,40.0792,-98.8164
USA,College degree,Woman,"Hispanic, Latino, or Spanish origin",62000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,65000,11,40.0792,-98.8164
USA,College degree,Non-binary,White,36650,1,40.0792,-98.8164
USA,College degree,Woman,White,55100,8,40.0792,-98.8164
USA,College degree,Woman,White,150000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,102000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,68000,8,40.0792,-98.8164
USA,High School,Non-binary,White,48000,8,40.0792,-98.8164
USA,College degree,Woman,White,51000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,110000,2,40.0792,-98.8164
USA,College degree,Man,White,77100,2,40.0792,-98.8164
USA,College degree,Woman,White,57500,5,40.0792,-98.8164
USA,Master's degree,Woman,White,120000,2,40.0792,-98.8164
USA,College degree,Woman,White,82000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,173000,8,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,72000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,131000,11,40.0792,-98.8164
USA,Master's degree,Man,White,72000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,62000,2,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,132000,2,40.0792,-98.8164
USA,College degree,Woman,Black or African American,177000,2,40.0792,-98.8164
USA,College Degree,Woman,White,55206,11,40.0792,-98.8164
USA,Master's degree,Woman,White,53000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,85000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer,96000,5,40.0792,-98.8164
USA,College degree,Woman,White,75000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,295000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,91000,11,40.0792,-98.8164
USA,College degree,Woman,Black or African American,175500,5,40.0792,-98.8164
USA,College degree,Woman,White,71000,5,40.0792,-98.8164
USA,College degree,Woman,White,82500,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,81000,5,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,365000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,92000,8,40.0792,-98.8164
USA,College Degree,Woman,White,52000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,59000,5,40.0792,-98.8164
USA,College degree,Woman,White,130000,2,40.0792,-98.8164
USA,Master's degree,Man,White,82000,21,40.0792,-98.8164
USA,PhD,Non-binary,White,72037.54597,2,40.0792,-98.8164
USA,Master's degree,Woman,White,85000,5,40.0792,-98.8164
USA,College degree,Woman,White,160000,11,40.0792,-98.8164
USA,College degree,Woman,White,92000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,170000,21,40.0792,-98.8164
USA,Master's degree,Man,White,60000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,95000,11,40.0792,-98.8164
USA,College degree,Woman,White,18000,2,40.0792,-98.8164
USA,College degree,Woman,White,73000,5,40.0792,-98.8164
USA,College degree,Woman,White,83000,5,40.0792,-98.8164
USA,College degree,Man,White,187500,11,40.0792,-98.8164
USA,College degree,Woman,White,60000,8,40.0792,-98.8164
USA,College degree,Woman,White,128000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,59000,8,40.0792,-98.8164
USA,College degree,Woman,White,91500,5,40.0792,-98.8164
USA,PhD,Prefer not to answer,White,62000,8,40.0792,-98.8164
USA,College degree,Man,White,190000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,67250,2,40.0792,-98.8164
USA,Master's degree,Woman,White,48000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,60000,2,40.0792,-98.8164
USA,Master's degree,Woman,Another option not listed here or prefer not to answer,90000,11,40.0792,-98.8164
USA,College degree,Woman,White,30000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,47733,11,40.0792,-98.8164
USA,College degree,Woman,White,110000,2,40.0792,-98.8164
USA,College degree,Woman,Black or African American,75000,2,40.0792,-98.8164
USA,College degree,Non-binary,White,36500,2,40.0792,-98.8164
USA,College degree,Woman,White,70000,8,40.0792,-98.8164
USA,College degree,Woman,"Hispanic, Latino, or Spanish origin",55650,8,40.0792,-98.8164
USA,College degree,Woman,Black or African American,161000,2,40.0792,-98.8164
USA,College degree,Woman,White,79000,5,40.0792,-98.8164
USA,College degree,Man,White,125000,11,40.0792,-98.8164
USA,College Degree,Woman,White,63000,5,40.0792,-98.8164
USA,College Degree,Woman,White,57000,11,40.0792,-98.8164
USA,College degree,Woman,White,46000,2,40.0792,-98.8164
USA,College degree,Man,White,59175,8,40.0792,-98.8164
USA,College degree,Woman,White,43000,2,40.0792,-98.8164
USA,College Degree,Woman,White,42889,8,40.0792,-98.8164
USA,PhD,Woman,White,119000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,130000,5,40.0792,-98.8164
USA,College degree,Woman,Black or African American,105000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,60500,5,40.0792,-98.8164
USA,College degree,Woman,White,236000,8,40.0792,-98.8164
USA,College degree,Woman,White,48000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,126614,2,40.0792,-98.8164
USA,College degree,Woman,White,57000,11,40.0792,-98.8164
USA,College Degree,Woman,White,40000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,96000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,79250,5,40.0792,-98.8164
USA,College degree,Prefer not to answer,Another option not listed here or prefer not to answer,99000,11,40.0792,-98.8164
USA,Master's degree,Man,White,230000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,76000,8,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,50419,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,325000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,100000,21,40.0792,-98.8164
USA,College Degree,Man,White,46680,2,40.0792,-98.8164
USA,College degree,Woman,White,118000,2,40.0792,-98.8164
USA,College degree,Woman,White,55000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,70000,5,40.0792,-98.8164
USA,College degree,Woman,White,85500,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,74500,5,40.0792,-98.8164
USA,College degree,Woman,White,85000,11,40.0792,-98.8164
USA,Master's degree,Prefer not to answer,Another option not listed here or prefer not to answer,73000,11,40.0792,-98.8164
USA,College degree,Non-binary,White,29700,2,40.0792,-98.8164
USA,Master's degree,Woman,White,74000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,126500,8,40.0792,-98.8164
USA,Master's degree,Man,White,158000,5,40.0792,-98.8164
USA,College degree,Woman,White,53000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,45000,2,40.0792,-98.8164
USA,College Degree,Man,White,166000,21,40.0792,-98.8164
USA,College degree,Woman,White,85000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,76000,8,40.0792,-98.8164
USA,Master's degree,Non-binary,White,90000,8,40.0792,-98.8164
USA,College degree,Woman,White,53150,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,146000,11,40.0792,-98.8164
USA,College degree,Woman,White,70000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,77000,5,40.0792,-98.8164
USA,College degree,Woman,White,99850,11,40.0792,-98.8164
USA,College degree,Woman,White,96763,11,40.0792,-98.8164
USA,Master's degree,Woman,White,101500,11,40.0792,-98.8164
USA,College Degree,Woman,White,116000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,80000,5,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,97000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,101000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,183800,11,40.0792,-98.8164
USA,College Degree,Man,White,24960,1,40.0792,-98.8164
USA,Master's degree,Woman,White,61000,8,40.0792,-98.8164
USA,College degree,Man,White,203000,8,40.0792,-98.8164
USA,College degree,Woman,White,57477,8,40.0792,-98.8164
USA,College degree,Man,Asian or Asian American,100040,2,40.0792,-98.8164
USA,College degree,Woman,White,45000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,55000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,100000,8,40.0792,-98.8164
USA,College degree,Woman,White,90000,31,40.0792,-98.8164
USA,College degree,Woman,White,49975,2,40.0792,-98.8164
USA,Master's degree,Woman,White,210000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,65000,1,40.0792,-98.8164
USA,College degree,Woman,White,100000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,158000,5,40.0792,-98.8164
USA,Master's degree,Man,White,36000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,174000,8,40.0792,-98.8164
USA,Master's degree,Non-binary,White,35000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,54500,5,40.0792,-98.8164
USA,College degree,Woman,White,48000,5,40.0792,-98.8164
USA,PhD,Man,White,125000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,125000,5,40.0792,-98.8164
USA,College degree,Man,White,110000,8,40.0792,-98.8164
USA,PhD,Woman,White,237000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,45137,2,40.0792,-98.8164
USA,College degree,Woman,White,94000,11,40.0792,-98.8164
USA,College degree,Man,White,60200,5,40.0792,-98.8164
USA,Master's degree,Woman,White,68100,8,40.0792,-98.8164
USA,College degree,Woman,White,74000,8,40.0792,-98.8164
USA,PhD,Woman,White,110500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,44000,8,40.0792,-98.8164
USA,College Degree,Woman,White,52000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,130000,5,40.0792,-98.8164
USA,College degree,Woman,White,100800,21,40.0792,-98.8164
USA,College degree,Man,White,81000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,60000,2,40.0792,-98.8164
USA,Master's degree,Man,White,155000,21,40.0792,-98.8164
USA,College degree,Woman,White,168422,2,40.0792,-98.8164
USA,College Degree,Woman,Asian or Asian American,39520,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,114000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,191000,11,40.0792,-98.8164
USA,College Degree,Woman,White,45000,5,40.0792,-98.8164
USA,College degree,Woman,White,99600,11,40.0792,-98.8164
USA,College degree,Woman,White,34000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,76500,11,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,210000,2,40.0792,-98.8164
USA,College degree,Woman,Black or African American,50000,2,40.0792,-98.8164
USA,College degree,Woman,White,150000,8,40.0792,-98.8164
USA,PhD,Woman,White,81600,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,78000,2,40.0792,-98.8164
USA,College degree,Woman,White,65500,5,40.0792,-98.8164
USA,College Degree,Woman,White,53000,5,40.0792,-98.8164
USA,College degree,Prefer not to answer,White,59000,5,40.0792,-98.8164
USA,High School,Woman,White,120000,31,40.0792,-98.8164
USA,Master's degree,Man,White,141000,8,40.0792,-98.8164
USA,Master's degree,Non-binary,White,392000,11,40.0792,-98.8164
USA,College degree,Non-binary,White,87000,8,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,235000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,80000,5,40.0792,-98.8164
USA,Master's degree,Man,White,27940,41,40.0792,-98.8164
USA,College degree,Woman,White,50000,2,40.0792,-98.8164
USA,High School,Woman,White,46000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,165000,21,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,73000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,71190,5,40.0792,-98.8164
USA,PhD,Woman,White,100000,5,40.0792,-98.8164
USA,College degree,Woman,White,64000,5,40.0792,-98.8164
USA,College degree,Non-binary,White,46000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,171600,11,40.0792,-98.8164
USA,College degree,Prefer not to answer,White,152000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,68850,11,40.0792,-98.8164
USA,College Degree,Man,White,130000,21,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,480000,31,40.0792,-98.8164
USA,Master's degree,Woman,White,70000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,57625,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin",86000,2,40.0792,-98.8164
USA,College degree,Woman,White,69000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,50000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,86500,5,40.0792,-98.8164
USA,College degree,Woman,White,45000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,175000,21,40.0792,-98.8164
USA,College degree,Woman,White,51000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,85000,8,40.0792,-98.8164
USA,College degree,Woman,White,42000,11,40.0792,-98.8164
USA,College degree,Woman,White,126000,11,40.0792,-98.8164
USA,PhD,Woman,White,210000,8,40.0792,-98.8164
USA,College degree,Woman,White,37247,5,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,87000,5,40.0792,-98.8164
USA,College Degree,Woman,White,29120,11,40.0792,-98.8164
USA,College degree,Woman,White,248800,21,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,93000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,93200,11,40.0792,-98.8164
USA,College degree,Woman,White,39390,11,40.0792,-98.8164
USA,Master's degree,Woman,White,115000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,74000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,86000,21,40.0792,-98.8164
USA,College degree,Woman,White,55000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,120000,2,40.0792,-98.8164
USA,College degree,Man,White,76500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,38000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,50000,5,40.0792,-98.8164
USA,PhD,Woman,White,83000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,332000,8,40.0792,-98.8164
USA,PhD,Woman,White,104640,11,40.0792,-98.8164
USA,College degree,Man,White,56500,5,40.0792,-98.8164
USA,College Degree,Woman,White,36018.77298,2,40.0792,-98.8164
USA,PhD,Woman,White,149000,5,40.0792,-98.8164
USA,College degree,Woman,White,94500,2,40.0792,-98.8164
USA,College degree,Woman,White,58000,2,40.0792,-98.8164
USA,College degree,Woman,White,192000,11,40.0792,-98.8164
USA,College Degree,Woman,White,57600,8,40.0792,-98.8164
USA,College degree,Woman,White,101000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,67200,5,40.0792,-98.8164
USA,College degree,Woman,White,107000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,140000,5,40.0792,-98.8164
USA,PhD,Woman,White,86000,11,40.0792,-98.8164
USA,College degree,Prefer not to answer,White,40518,2,40.0792,-98.8164
USA,Master's degree,Woman,White,51000,5,40.0792,-98.8164
USA,PhD,Woman,White,60000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,95000,11,40.0792,-98.8164
USA,High School,Man,White,130000,21,40.0792,-98.8164
USA,College degree,Man,White,74000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,108000,5,40.0792,-98.8164
USA,Master's degree,Non-binary,White,103000,11,40.0792,-98.8164
USA,College degree,Woman,White,41500,5,40.0792,-98.8164
USA,College Degree,Woman,White,78000,31,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,126000,21,40.0792,-98.8164
USA,Master's degree,Man,"Hispanic, Latino, or Spanish origin",62000,8,40.0792,-98.8164
USA,College degree,Woman,White,106600,5,40.0792,-98.8164
USA,College degree,Woman,White,58000,5,40.0792,-98.8164
USA,College degree,Woman,White,65000,21,40.0792,-98.8164
USA,College degree,Woman,White,92000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,63024,11,40.0792,-98.8164
USA,Master's degree,Woman,White,85000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,86400,2,40.0792,-98.8164
USA,College degree,Man,White,156750,21,40.0792,-98.8164
USA,College degree,Woman,White,46000,2,40.0792,-98.8164
USA,College degree,Woman,White,62400,5,40.0792,-98.8164
USA,Master's degree,Prefer not to answer,Another option not listed here or prefer not to answer,60000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,81500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,37400,11,40.0792,-98.8164
USA,Master's degree,Woman,White,50000,2,40.0792,-98.8164
USA,College Degree,Woman,White,60000,21,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,150000,21,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,62000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,92000,11,40.0792,-98.8164
USA,College degree,Woman,White,59000,8,40.0792,-98.8164
USA,College degree,Man,"Hispanic, Latino, or Spanish origin",129000,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,62400,2,40.0792,-98.8164
USA,Master's degree,Woman,White,59200,2,40.0792,-98.8164
USA,College degree,Woman,White,125000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,76960,2,40.0792,-98.8164
USA,Master's degree,Woman,White,100000,5,40.0792,-98.8164
USA,College degree,Woman,White,88000,11,40.0792,-98.8164
USA,College Degree,Man,Another option not listed here or prefer not to answer,89000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,58000,8,40.0792,-98.8164
USA,PhD,Woman,White,62000,2,40.0792,-98.8164
USA,College degree,Woman,White,80000,2,40.0792,-98.8164
USA,College degree,Woman,White,52000,1,40.0792,-98.8164
USA,PhD,Woman,White,72800,2,40.0792,-98.8164
USA,Master's degree,Woman,White,82500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,95000,2,40.0792,-98.8164
USA,College degree,Woman,White,35000,11,40.0792,-98.8164
USA,College degree,Woman,White,80000,1,40.0792,-98.8164
USA,College degree,Woman,White,135200,31,40.0792,-98.8164
USA,Master's degree,Woman,White,66240,5,40.0792,-98.8164
USA,College degree,Woman,White,94500,2,40.0792,-98.8164
USA,College degree,Woman,White,45000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,51000,8,40.0792,-98.8164
USA,College degree,Woman,White,52000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,48000,11,40.0792,-98.8164
USA,Master's degree,Man,White,178000,8,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,199000,11,40.0792,-98.8164
USA,College degree,Man,White,103000,8,40.0792,-98.8164
USA,Master's degree,Man,White,106000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,84700,5,40.0792,-98.8164
USA,PhD,Woman,White,85000,11,40.0792,-98.8164
USA,Master's degree,Non-binary,White,17500,2,40.0792,-98.8164
USA,Master's degree,Woman,White,52000,2,40.0792,-98.8164
USA,College degree,Woman,White,165000,2,40.0792,-98.8164
USA,College degree,Non-binary,White,33280,2,40.0792,-98.8164
USA,College degree,Woman,White,263000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,50000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Prefer not to answer,White,152000,8,40.0792,-98.8164
USA,College degree,Woman,White,93000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,50128,5,40.0792,-98.8164
USA,Master's degree,Woman,White,94000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,75250,8,40.0792,-98.8164
USA,College degree,Woman,White,36800,2,40.0792,-98.8164
USA,College degree,Man,White,98368,11,40.0792,-98.8164
USA,College degree,Woman,Black or African American,40480,5,40.0792,-98.8164
USA,College Degree,Woman,White,51000,11,40.0792,-98.8164
USA,College degree,Man,White,40000,11,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,53000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,65000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,142500,11,40.0792,-98.8164
USA,PhD,Woman,White,110000,11,40.0792,-98.8164
USA,College degree,Woman,White,187000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,54000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,43000,11,40.0792,-98.8164
USA,PhD,Woman,White,84800,11,40.0792,-98.8164
USA,College degree,Man,White,100000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,85000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,207000,11,40.0792,-98.8164
USA,College degree,Woman,White,41000,21,40.0792,-98.8164
USA,College degree,Woman,White,58000,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,70000,2,40.0792,-98.8164
USA,College degree,Man,Black or African American,202000,5,40.0792,-98.8164
USA,College degree,Woman,White,57000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,42000,5,40.0792,-98.8164
USA,College degree,Woman,White,112000,11,40.0792,-98.8164
USA,Master's degree,Man,White,215000,11,40.0792,-98.8164
USA,Master's degree,Woman,Another option not listed here or prefer not to answer,79000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,65000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,40000,11,40.0792,-98.8164
USA,PhD,Woman,White,80000,8,40.0792,-98.8164
USA,College degree,Woman,White,67000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,55500,1,40.0792,-98.8164
USA,College degree,Woman,White,42500,2,40.0792,-98.8164
USA,College Degree,Non-binary,White,137000,11,40.0792,-98.8164
USA,College degree,Woman,White,47011,1,40.0792,-98.8164
USA,College degree,Prefer not to answer,Another option not listed here or prefer not to answer,179400,2,40.0792,-98.8164
USA,College Degree,Woman,White,29120,5,40.0792,-98.8164
USA,College degree,Woman,White,51250,5,40.0792,-98.8164
USA,College degree,Woman,White,43100,1,40.0792,-98.8164
USA,Master's degree,Man,White,120750,5,40.0792,-98.8164
USA,College degree,Woman,"Hispanic, Latino, or Spanish origin",86200,5,40.0792,-98.8164
USA,College Degree,Woman,White,78500,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Man,White,76500,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin",455000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,88000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,71400,2,40.0792,-98.8164
USA,Master's degree,Woman,White,42000,2,40.0792,-98.8164
USA,College degree,Man,White,31000,8,40.0792,-98.8164
USA,PhD,Woman,White,80000,2,40.0792,-98.8164
USA,College degree,Woman,White,45000,2,40.0792,-98.8164
USA,College degree,Woman,White,67463,2,40.0792,-98.8164
USA,Master's degree,Woman,White,137500,21,40.0792,-98.8164
