country,highest_level_of_education_completed,gender,race,totalCompensation,min_years_of_relevant_experience,Latitude,Longitude
USA,Master's degree,Woman,White,45000,11,40.0792,-98.8164
USA,College degree,Woman,White,71000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,163000,21,40.0792,-98.8164
USA,College Degree,Woman,White,166000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,69000,5,40.0792,-98.8164
USA,College degree,Man,White,58000,21,40.0792,-98.8164
USA,College degree,Woman,Black or African American,78000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,156000,31,40.0792,-98.8164
USA,Master's degree,Woman,White,99000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,125000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,60000,2,40.0792,-98.8164
USA,College degree,Woman,White,66000,5,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,71600,2,40.0792,-98.8164
USA,College degree,Woman,White,82950,5,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,118000,2,40.0792,-98.8164
USA,College degree,Woman,White,96000,8,40.0792,-98.8164
USA,College degree,Woman,White,55500,5,40.0792,-98.8164
USA,College degree,Woman,White,42490,2,40.0792,-98.8164
USA,College degree,Man,White,135600,5,40.0792,-98.8164
USA,College Degree,Man,White,65500,5,40.0792,-98.8164
USA,PhD,Non-binary,White,105000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,65000,11,40.0792,-98.8164
USA,PhD,Woman,White,125000,21,40.0792,-98.8164
USA,College degree,Woman,White,115500,21,40.0792,-98.8164
USA,Master's degree,Woman,White,169000,11,40.0792,-98.8164
USA,College degree,Woman,White,175625,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Man,White,63400,8,40.0792,-98.8164
USA,Master's degree,Woman,White,80000,11,40.0792,-98.8164
USA,PhD,Woman,White,166800,5,40.0792,-98.8164
USA,Master's degree,Woman,White,90000,11,40.0792,-98.8164
USA,College degree,Man,White,136400,8,40.0792,-98.8164
USA,College degree,Non-binary,White,53000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,90000,11,40.0792,-98.8164
USA,College degree,Woman,White,87500,2,40.0792,-98.8164
USA,College degree,Woman,White,184000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,90000,11,40.0792,-98.8164
USA,College degree,Woman,White,125000,5,40.0792,-98.8164
USA,College degree,Woman,White,73000,8,40.0792,-98.8164
USA,College degree,Woman,White,100000,8,40.0792,-98.8164
USA,College degree,Woman,White,44224,2,40.0792,-98.8164
USA,College degree,Woman,White,118000,11,40.0792,-98.8164
USA,College degree,Woman,White,135000,21,40.0792,-98.8164
USA,College degree,Woman,White,75000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,118000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,100000,21,40.0792,-98.8164
USA,College degree,Woman,White,66127,31,40.0792,-98.8164
USA,Master's degree,Woman,White,78000,8,40.0792,-98.8164
USA,College degree,Woman,White,100100,5,40.0792,-98.8164
USA,PhD,Woman,White,75000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,142500,2,40.0792,-98.8164
USA,College degree,Man,White,35211,11,40.0792,-98.8164
USA,Master's degree,Woman,White,154958,11,40.0792,-98.8164
USA,College degree,Woman,White,60000,8,40.0792,-98.8164
USA,College degree,Woman,White,62000,5,40.0792,-98.8164
USA,College degree,Woman,White,90000,11,40.0792,-98.8164
USA,College degree,Woman,White,36000,11,40.0792,-98.8164
USA,College degree,Woman,White,74000,2,40.0792,-98.8164
USA,College degree,Prefer not to answer,White,56000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,45600,5,40.0792,-98.8164
USA,College degree,Woman,White,34800,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,103000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,68000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,56000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,36000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,56000,11,40.0792,-98.8164
USA,College degree,Woman,White,182000,8,40.0792,-98.8164
USA,PhD,Woman,White,65000,11,40.0792,-98.8164
USA,College degree,Woman,White,83000,11,40.0792,-98.8164
USA,College degree,Non-binary,White,42000,2,40.0792,-98.8164
USA,College degree,Woman,White,150000,11,40.0792,-98.8164
USA,College degree,Woman,White,55000,5,40.0792,-98.8164
USA,College degree,Man,White,458000,11,40.0792,-98.8164
USA,College degree,Woman,White,80000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,97000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,50000,11,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,56000,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Man,White,148000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,61000,11,40.0792,-98.8164
USA,College Degree,Non-binary,White,56000,11,40.0792,-98.8164
USA,College degree,Woman,White,140000,21,40.0792,-98.8164
USA,College degree,Woman,White,62000,1,40.0792,-98.8164
USA,College degree,Woman,White,63000,2,40.0792,-98.8164
USA,College degree,Woman,White,80500,1,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,21,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,62000,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,51333,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,39520,11,40.0792,-98.8164
USA,College Degree,Woman,White,38688,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,176000,11,40.0792,-98.8164
USA,College degree,Woman,White,52500,1,40.0792,-98.8164
USA,College degree,Woman,White,86000,2,40.0792,-98.8164
USA,College degree,Woman,Another option not listed here or prefer not to answer,176000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,35000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,100000,8,40.0792,-98.8164
USA,College Degree,Woman,White,29998,1,40.0792,-98.8164
USA,College degree,Woman,White,42000,5,40.0792,-98.8164
USA,College degree,Woman,White,54000,2,40.0792,-98.8164
USA,PhD,Woman,White,50000,8,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,126000,11,40.0792,-98.8164
USA,College Degree,Woman,White,109000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,61800,2,40.0792,-98.8164
USA,Master's degree,Woman,White,77700,8,40.0792,-98.8164
USA,College degree,Woman,White,63750,5,40.0792,-98.8164
USA,Master's degree,Non-binary,White,64000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,65000,8,40.0792,-98.8164
USA,College degree,Woman,White,63200,1,40.0792,-98.8164
USA,Master's degree,Woman,White,124330,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,68500,5,40.0792,-98.8164
USA,Master's degree,Woman,White,40000,2,40.0792,-98.8164
USA,PhD,Woman,White,85000,5,40.0792,-98.8164
USA,College degree,Woman,White,53000,2,40.0792,-98.8164
USA,PhD,Woman,White,44750,1,40.0792,-98.8164
USA,College degree,Man,White,138500,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,72548,11,40.0792,-98.8164
USA,College degree,Woman,White,255000,5,40.0792,-98.8164
USA,Master's degree,Man,White,120000,41,40.0792,-98.8164
USA,College degree,Man,White,42000,2,40.0792,-98.8164
USA,PhD,Woman,White,90000,2,40.0792,-98.8164
USA,College degree,Woman,White,60000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,80000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Man,White,163000,11,40.0792,-98.8164
USA,College degree,Woman,White,27230,11,40.0792,-98.8164
USA,College degree,Man,Asian or Asian American,295000,21,40.0792,-98.8164
USA,Master's degree,Man,White,29078,8,40.0792,-98.8164
USA,Master's degree,Woman,White,78500,5,40.0792,-98.8164
USA,College degree,Woman,White,73000,2,40.0792,-98.8164
USA,College degree,Woman,White,155000,5,40.0792,-98.8164
USA,College Degree,Woman,White,35000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,140000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,70000,11,40.0792,-98.8164
USA,College degree,Man,White,88000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,100000,31,40.0792,-98.8164
USA,College degree,Man,White,230000,8,40.0792,-98.8164
USA,PhD,Woman,White,98500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,49500,5,40.0792,-98.8164
USA,College degree,Woman,White,50000,2,40.0792,-98.8164
USA,PhD,Man,White,86000,21,40.0792,-98.8164
USA,College degree,Woman,White,135000,21,40.0792,-98.8164
USA,College Degree,Woman,White,89000,11,40.0792,-98.8164
USA,College degree,Woman,White,97000,11,40.0792,-98.8164
USA,College degree,Woman,White,49008,5,40.0792,-98.8164
USA,Master's degree,Man,White,100000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,55620,5,40.0792,-98.8164
USA,College degree,Woman,White,130000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,75000,8,40.0792,-98.8164
USA,Master's degree,Man,White,378200,21,40.0792,-98.8164
USA,College degree,Woman,White,155000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,210000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,68000,11,40.0792,-98.8164
USA,PhD,Woman,White,30000,8,40.0792,-98.8164
USA,College degree,Man,Middle Eastern or Northern African,120000,2,40.0792,-98.8164
USA,College degree,Woman,White,75000,21,40.0792,-98.8164
USA,College Degree,Woman,White,35000,5,40.0792,-98.8164
USA,Master's degree,Man,White,120000,8,40.0792,-98.8164
USA,PhD,Woman,White,55000,1,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,143500,8,40.0792,-98.8164
USA,College degree,Woman,White,91520,11,40.0792,-98.8164
USA,College degree,Woman,White,62000,2,40.0792,-98.8164
USA,College degree,Woman,White,46000,5,40.0792,-98.8164
USA,College degree,Woman,White,60000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,66000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,56100,5,40.0792,-98.8164
USA,Master's degree,Woman,White,102000,11,40.0792,-98.8164
USA,College degree,Woman,White,15000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,45520,8,40.0792,-98.8164
USA,College degree,Woman,White,105000,31,40.0792,-98.8164
USA,College degree,Woman,White,92000,11,40.0792,-98.8164
USA,College degree,Woman,White,59000,5,40.0792,-98.8164
USA,College degree,Woman,White,68000,5,40.0792,-98.8164
USA,College degree,Woman,White,98800,5,40.0792,-98.8164
USA,Master's degree,Woman,White,58500,21,40.0792,-98.8164
USA,Master's degree,Woman,White,57000,11,40.0792,-98.8164
USA,College degree,Woman,White,68230,5,40.0792,-98.8164
USA,College degree,Woman,White,51000,11,40.0792,-98.8164
USA,College degree,Woman,White,57000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,160000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,48000,5,40.0792,-98.8164
USA,PhD,Woman,White,120000,8,40.0792,-98.8164
USA,College degree,Man,White,182000,11,40.0792,-98.8164
USA,PhD,Woman,White,110000,5,40.0792,-98.8164
USA,PhD,Woman,White,46000,8,40.0792,-98.8164
USA,College degree,Woman,White,87000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,64000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,63000,5,40.0792,-98.8164
USA,College degree,Man,White,177000,5,40.0792,-98.8164
USA,College Degree,Woman,White,140000,11,40.0792,-98.8164
USA,College degree,Woman,White,63120,2,40.0792,-98.8164
USA,College Degree,Woman,White,45750,2,40.0792,-98.8164
USA,Master's degree,Woman,White,70000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,78080,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,280000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,96500,11,40.0792,-98.8164
USA,Master's degree,Woman,White,53000,11,40.0792,-98.8164
USA,College degree,Woman,White,44640,11,40.0792,-98.8164
USA,College degree,Non-binary,White,61000,5,40.0792,-98.8164
USA,College degree,Woman,White,56800,21,40.0792,-98.8164
USA,Master's degree,Woman,White,60777,2,40.0792,-98.8164
USA,College degree,Woman,White,46200,1,40.0792,-98.8164
USA,College Degree,Woman,White,48000,5,40.0792,-98.8164
USA,College degree,Woman,White,37800,2,40.0792,-98.8164
USA,Master's degree,Woman,White,42000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,63150,2,40.0792,-98.8164
USA,Master's degree,Woman,White,72800,5,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,44000,11,40.0792,-98.8164
USA,College degree,Woman,White,45500,1,40.0792,-98.8164
USA,College degree,Woman,White,97000,2,40.0792,-98.8164
USA,Master's degree,Man,White,81488,8,40.0792,-98.8164
USA,Master's degree,Woman,White,67000,11,40.0792,-98.8164
USA,College degree,Woman,White,124320,8,40.0792,-98.8164
USA,Master's degree,Woman,White,85300,5,40.0792,-98.8164
USA,College degree,Woman,White,49000,1,40.0792,-98.8164
USA,College degree,Woman,White,90000,5,40.0792,-98.8164
USA,College degree,Prefer not to answer,White,203000,8,40.0792,-98.8164
USA,College degree,Woman,White,104000,21,40.0792,-98.8164
USA,College degree,Woman,White,146300,21,40.0792,-98.8164
USA,PhD,Woman,White,36000,2,40.0792,-98.8164
USA,College degree,Woman,White,72584,11,40.0792,-98.8164
USA,PhD,Woman,White,95000,11,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,121000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,62000,2,40.0792,-98.8164
USA,College degree,Woman,Black or African American,110000,8,40.0792,-98.8164
USA,College degree,Woman,White,32240,5,40.0792,-98.8164
USA,College degree,Woman,White,108000,8,40.0792,-98.8164
USA,PhD,Woman,White,84500,11,40.0792,-98.8164
USA,College degree,Woman,White,71500,11,40.0792,-98.8164
USA,College degree,Woman,White,209000,11,40.0792,-98.8164
USA,College degree,Woman,White,104000,11,40.0792,-98.8164
USA,College Degree,Woman,White,47000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,73000,2,40.0792,-98.8164
USA,PhD,Woman,White,156843,8,40.0792,-98.8164
USA,College degree,Woman,White,85000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,91300,2,40.0792,-98.8164
USA,High School,Woman,White,85000,2,40.0792,-98.8164
USA,College degree,Woman,White,105190,2,40.0792,-98.8164
USA,College degree,Woman,White,97000,11,40.0792,-98.8164
USA,College degree,Woman,White,85750,5,40.0792,-98.8164
USA,College Degree,Woman,White,63500,5,40.0792,-98.8164
USA,Master's degree,Woman,White,27000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,85000,5,40.0792,-98.8164
USA,College degree,Woman,White,100000,11,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,285000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,255000,21,40.0792,-98.8164
USA,College degree,Woman,White,88500,11,40.0792,-98.8164
USA,College degree,Woman,Another option not listed here or prefer not to answer,60000,2,40.0792,-98.8164
USA,College degree,Woman,White,120000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,43000,8,40.0792,-98.8164
USA,College degree,Woman,White,69000,2,40.0792,-98.8164
USA,Master's degree,Woman,Native American or Alaska Native,113000,11,40.0792,-98.8164
USA,College Degree,Woman,White,67000,11,40.0792,-98.8164
USA,College degree,Woman,Black or African American,76052,11,40.0792,-98.8164
USA,Master's degree,Woman,White,65000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,58000,5,40.0792,-98.8164
USA,College degree,Woman,White,45000,2,40.0792,-98.8164
USA,Master's degree,Non-binary,White,56350,5,40.0792,-98.8164
USA,College Degree,Woman,White,36000,1,40.0792,-98.8164
USA,College degree,Man,White,113000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,300000,2,40.0792,-98.8164
USA,College Degree,Woman,White,130000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,110000,8,40.0792,-98.8164
USA,College degree,Woman,White,158000,11,40.0792,-98.8164
USA,PhD,Woman,White,67000,2,40.0792,-98.8164
USA,College degree,Woman,White,91500,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,130000,5,40.0792,-98.8164
USA,College degree,Man,White,110000,21,40.0792,-98.8164
USA,Master's degree,Man,White,130000,21,40.0792,-98.8164
USA,College degree,Woman,White,66000,5,40.0792,-98.8164
USA,College degree,Woman,Black or African American,49000,11,40.0792,-98.8164
USA,College degree,Woman,White,80000,8,40.0792,-98.8164
USA,High School,Woman,White,125000,8,40.0792,-98.8164
USA,College degree,Woman,White,30500,5,40.0792,-98.8164
USA,Master's degree,Woman,White,62000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,120000,11,40.0792,-98.8164
USA,College degree,Woman,White,45000,31,40.0792,-98.8164
USA,College degree,Woman,White,220864,11,40.0792,-98.8164
USA,Master's degree,Woman,White,125000,21,40.0792,-98.8164
USA,Master's degree,Woman,Black or African American,190000,1,40.0792,-98.8164
USA,College degree,Woman,White,137500,8,40.0792,-98.8164
USA,College degree,Man,White,79000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,64000,11,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,66900,8,40.0792,-98.8164
USA,Master's degree,Woman,White,150000,11,40.0792,-98.8164
USA,College degree,Prefer not to answer,Another option not listed here or prefer not to answer,57000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,85591,2,40.0792,-98.8164
USA,College degree,Woman,White,83000,21,40.0792,-98.8164
USA,College degree,Woman,White,142000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,147000,21,40.0792,-98.8164
USA,College degree,Woman,White,40500,2,40.0792,-98.8164
USA,Master's degree,Woman,White,150000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,55000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,34216,8,40.0792,-98.8164
USA,College degree,Woman,White,72700,2,40.0792,-98.8164
USA,Master's degree,Woman,White,87100,2,40.0792,-98.8164
USA,College degree,Woman,White,134000,8,40.0792,-98.8164
USA,College degree,Woman,White,126783,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,Black or African American,172000,11,40.0792,-98.8164
USA,College Degree,Woman,White,98600,21,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,67000,11,40.0792,-98.8164
USA,College degree,Woman,White,52050,11,40.0792,-98.8164
USA,Master's degree,Woman,White,52000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,50000,2,40.0792,-98.8164
USA,College degree,Man,White,132000,31,40.0792,-98.8164
USA,Master's degree,Woman,White,47000,5,40.0792,-98.8164
USA,College degree,Woman,White,125000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,60000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,29000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,99500,11,40.0792,-98.8164
USA,Master's degree,Woman,White,52000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,329000,8,40.0792,-98.8164
USA,College degree,Woman,White,89000,11,40.0792,-98.8164
USA,College degree,Woman,White,31200,11,40.0792,-98.8164
USA,Master's degree,Man,White,56160,2,40.0792,-98.8164
USA,College degree,Woman,White,40000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,127000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,67000,5,40.0792,-98.8164
USA,College degree,Man,White,137000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,195000,21,40.0792,-98.8164
USA,College degree,Man,White,126282,11,40.0792,-98.8164
USA,College degree,Woman,White,47100,5,40.0792,-98.8164
USA,College degree,Woman,White,78000,1,40.0792,-98.8164
USA,College Degree,Woman,White,135000,8,40.0792,-98.8164
USA,College degree,Woman,White,66000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,156000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,84000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,35000,2,40.0792,-98.8164
USA,College degree,Woman,White,65000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,64500,8,40.0792,-98.8164
USA,Master's degree,Woman,White,68000,11,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,78000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,96000,8,40.0792,-98.8164
USA,College degree,Man,White,142000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,70360,5,40.0792,-98.8164
USA,College degree,Woman,White,158000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,40000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,185000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,42000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,50000,1,40.0792,-98.8164
USA,College degree,Woman,White,40000,11,40.0792,-98.8164
USA,College degree,Woman,White,54000,2,40.0792,-98.8164
USA,PhD,Woman,White,96000,2,40.0792,-98.8164
USA,College degree,Woman,White,61000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,33000,2,40.0792,-98.8164
USA,Master's degree,Man,White,50000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,159000,11,40.0792,-98.8164
USA,College Degree,Woman,White,45000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,185000,2,40.0792,-98.8164
USA,College degree,Woman,White,95000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,70000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,108000,11,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,54000,11,40.0792,-98.8164
USA,College degree,Woman,White,86000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,73000,2,40.0792,-98.8164
USA,College degree,Woman,White,93000,21,40.0792,-98.8164
USA,College Degree,Woman,White,32562,5,40.0792,-98.8164
USA,College degree,Woman,White,47000,5,40.0792,-98.8164
USA,College degree,Man,White,200000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,88600,5,40.0792,-98.8164
USA,Master's degree,Woman,White,113000,11,40.0792,-98.8164
USA,College degree,Woman,White,49200,21,40.0792,-98.8164
USA,College degree,Woman,White,64000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,64000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,59500,5,40.0792,-98.8164
USA,Master's degree,Woman,White,41000,31,40.0792,-98.8164
USA,Master's degree,Woman,White,61400,2,40.0792,-98.8164
USA,College degree,Woman,White,131000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,75000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,142549,11,40.0792,-98.8164
USA,PhD,Woman,White,120000,2,40.0792,-98.8164
USA,College degree,Woman,White,75900,8,40.0792,-98.8164
USA,College Degree,Woman,White,95000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,135000,2,40.0792,-98.8164
USA,Master's degree,Man,White,92000,11,40.0792,-98.8164
USA,College degree,Woman,White,380000,11,40.0792,-98.8164
USA,College degree,Woman,White,70000,5,40.0792,-98.8164
USA,College degree,Woman,White,40000,5,40.0792,-98.8164
USA,College degree,Woman,White,172000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,91500,5,40.0792,-98.8164
USA,Master's degree,Man,White,111500,5,40.0792,-98.8164
USA,College degree,Woman,White,69000,21,40.0792,-98.8164
USA,College degree,Woman,White,55000,2,40.0792,-98.8164
USA,PhD,Woman,White,105000,5,40.0792,-98.8164
USA,College Degree,Woman,White,63500,2,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,11,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,187000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,66000,2,40.0792,-98.8164
USA,PhD,Woman,White,130000,1,40.0792,-98.8164
USA,Master's degree,Woman,White,91000,2,40.0792,-98.8164
USA,College degree,Woman,White,48000,2,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,185000,11,40.0792,-98.8164
USA,College degree,Woman,Another option not listed here or prefer not to answer,72000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,175000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,46040,2,40.0792,-98.8164
USA,College Degree,Woman,White,41350,11,40.0792,-98.8164
USA,College degree,Woman,White,132000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,49500,2,40.0792,-98.8164
USA,PhD,Woman,White,53000,11,40.0792,-98.8164
USA,Master's degree,Woman,White,41600,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,111000,11,40.0792,-98.8164
USA,College degree,Woman,White,115000,21,40.0792,-98.8164
USA,College degree,Woman,White,47000,5,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,103000,5,40.0792,-98.8164
USA,Master's degree,Woman,Asian or Asian American,113000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,332000,5,40.0792,-98.8164
USA,College degree,Woman,White,85000,2,40.0792,-98.8164
USA,College degree,Woman,White,58000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,46000,5,40.0792,-98.8164
USA,College degree,Woman,White,53600,5,40.0792,-98.8164
USA,College degree,Man,White,145000,11,40.0792,-98.8164
USA,College degree,Woman,Asian or Asian American,142000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,365000,11,40.0792,-98.8164
USA,College degree,Woman,White,300000,21,40.0792,-98.8164
USA,Master's degree,Woman,White,71760,11,40.0792,-98.8164
USA,Master's degree,Woman,White,55600,21,40.0792,-98.8164
USA,College degree,Non-binary,White,70000,2,40.0792,-98.8164
USA,Master's degree,Woman,White,81500,5,40.0792,-98.8164
USA,Master's degree,Woman,White,104486,8,40.0792,-98.8164
USA,College degree,Woman,White,89000,8,40.0792,-98.8164
USA,Master's degree,Woman,White,87000,2,40.0792,-98.8164
USA,College degree,Woman,White,83200,11,40.0792,-98.8164
USA,Master's degree,Woman,White,50000,2,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,146000,8,40.0792,-98.8164
USA,"Professional degree (MD, JD, etc.)",Woman,White,169000,11,40.0792,-98.8164
USA,College degree,Woman,White,81000,8,40.0792,-98.8164
USA,College degree,Woman,White,94000,8,40.0792,-98.8164
USA,College degree,Woman,White,60000,2,40.0792,-98.8164
USA,College Degree,Woman,White,35360,5,40.0792,-98.8164
USA,PhD,Woman,White,139500,21,40.0792,-98.8164
USA,Master's degree,Woman,White,105000,5,40.0792,-98.8164
USA,College degree,Man,White,40000,1,40.0792,-98.8164
USA,College degree,Woman,White,89000,11,40.0792,-98.8164
USA,PhD,Woman,White,100000,5,40.0792,-98.8164
USA,Master's degree,Woman,White,56000,2,40.0792,-98.8164
USA,College degree,Woman,White,116000,11,40.0792,-98.8164
USA,College degree,Woman,White,65000,2,40.0792,-98.8164
USA,College degree,Woman,Black or African American,84000,2,40.0792,-98.8164
USA,College degree,Woman,White,59300,5,40.0792,-98.8164
USA,Master's degree,Woman,White,72000,2,40.0792,-98.8164
USA,College degree,Woman,White,143000,11,40.0792,-98.8164
USA,College Degree,Woman,White,52000,2,40.0792,-98.8164
USA,PhD,Woman,White,73500,11,40.0792,-98.8164
USA,College degree,Woman,White,61152,5,40.0792,-98.8164
USA,College degree,Man,White,265000,21,40.0792,-98.8164
USA,College degree,Woman,White,85670,11,40.0792,-98.8164
USA,Master's degree,Woman,White,41600,2,40.0792,-98.8164
